1.941e-06,0,0,0,0,0,0,
0.00131437,0,0,0,0,0,0,
0.00260642,0,0,0,0,0,0,
0.00387425,0,0,0,0,0,0,
0.00514074,0,0,0,0,0,0,
0.00640933,0,0,0,0,0,0,
0.00767875,0,0,0,0,0,0,
0.00895723,0,0,0,0,0,0,
0.0102277,0,0,0,0,0,0,
0.0115052,0,0,0,0,0,0,
0.0127742,0,0,0,0,0,0,
0.0140405,0,0,0,0,0,0,
0.0153297,0,0,0,0,0,0,
0.0166293,0,0,0,0,0,0,
0.0179072,0,0,0,0,0,0,
0.0192137,0,0,0,0,0,0,
0.0205142,0,0,0,0,0,0,
0.0217799,0,0,0,0,0,0,
0.0230481,0,0,0,0,0,0,
0.0243394,0,0,0,0,0,0,
0.0256473,0,0,0,0,0,0,
0.026941,0,0,0,0,0,0,
0.0282072,0,0,0,0,0,0,
0.0294278,0,0,0,0,0,0,
0.0306963,0,0,0,0,0,0,
0.0319845,0,0,0,0,0,0,
0.0332776,0,0,0,0,0,0,
0.0345761,0,0,0,0,0,0,
0.0358419,0,0,0,0,0,0,
0.0371078,0,0,0,0,0,0,
0.0383774,0,0,0,0,0,0,
0.0396529,0,0,0,0,0,0,
0.0409228,0,0,0,0,0,0,
0.0421903,0,0,0,0,0,0,
0.0434397,0,0,0,0,0,0,
0.0447415,0,0,0,0,0,0,
0.0460086,0,0,0,0,0,0,
0.0472785,0,0,0,0,0,0,
0.048555,0,0,0,0,0,0,
0.0498348,0,0,0,0,0,0,
0.0511288,0,0,0,0,0,0,
0.0524124,0,0,0,0,0,0,
0.0538349,0,0,0,0,0,0,
0.0551555,0,0,0,0,0,0,
0.0565182,0,0,0,0,0,0,
0.057794,0,0,0,0,0,0,
0.0590629,0,0,0,0,0,0,
0.0603224,0,0,0,0,0,0,
0.0615816,0,0,0,0,0,0,
0.062834,0,0,0,0,0,0,
0.0641034,0,0,0,0,0,0,
0.0653707,0,0,0,0,0,0,
0.0666612,0,0,0,0,0,0,
0.0679201,0,0,0,0,0,0,
0.0691787,0,0,0,0,0,0,
0.0704267,0,0,0,0,0,0,
0.0716857,0,0,0,0,0,0,
0.0729461,0,0,0,0,0,0,
0.0742056,0,0,0,0,0,0,
0.0754269,0,0,0,0,0,0,
0.076689,0,0,0,0,0,0,
